""Prd.code (SKU)""	""Company""	""Naam intern""	""Standaard leverancier""	""Productgroep""	""Werksoort""	""Kostenplaats""	""Uursoort""	""Kortingsgroep""	""Valuta""	""Verkoopprijs product (standaard)""
""MSWPS-713-25-PVC""	""MUN""	""Pore pressure conus for use with Huba 713 sensor (not included); PVC, recoverable.""	""""	""""	""""	""Water""	""""	""Hardware-Water""	""""	""309,00""
""MSWPS-713-25-RVS""	""MUN""	""Pore pressure conus for use with Huba 713 sensor (not included); RVS, recoverable.""	""""	""""	""""	""Water""	""""	""Hardware-Water""	""""	""300,00""
""MSWQURY-FN1""	""MUN""	""Single parameter, per device, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""Telecom-Water""	""""	""74,00""
""MSWQURY-FN2""	""MUN""	""Two parameters, per device, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""Telecom-Water""	""""	""111,00""
""MSWQURY-FN3""	""MUN""	""Three parameters, per device, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""Telecom-Water""	""""	""148,00""
""MSWQURY-FN4""	""MUN""	""Four parameters, per device, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""Telecom-Water""	""""	""184,00""
""MSWQURY-FNX""	""MUN""	""Extra parameter, per device, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""36,04""
""MSWRAINRY-LNH""	""MUN""	""Acquire and process data with sample frequency of 1 hour or longer, basic portal functionality (lite), per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""36,96""
""MSWS1A""	""MUN""	""Model WS1, indoor climate monitoring station for temperature, humidity, light and occupation, non-recurring""	""""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""135,00""
""MSWS1RQCI""	""MUN""	""Service Level for Model WS1, per 3 months carry-in""	""""	""ISNRQ-CI InsightNow Network, recurring per 3 months""	""""	""""	""""	""""	""""	""2,84""
""MSWS1RQFS""	""MUN""	""Service Level for Model WS1, per 3 months full service""	""""	""ISNRQ-FS InsightNow Network, recurring per 3 months, full s""	""""	""""	""""	""""	""""	""6,08""
""MSWS1RYCI""	""MUN""	""Service Level for Model WS1, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""11,34""
""MSWS1RYFS""	""MUN""	""Service Level for Model WS1, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""24,30""
""MSWTHBRY-LNH""	""MUN""	""Acquire and process data with sample frequency of 1 hour or longer, basic portal functionality (lite), per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""17,60""
""MSXA24V""	""MUN""	""Power adapter, 24 V""	""""	""TPSN Third Party Services, non-recurring""	""""	""""	""""	""""	""""	""25,00""
""MSXISNN""	""MUN""	""Non-Recurring Cost - InsightNow Network - Placeholder""	""""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""0,00""
""MSXISNR""	""MUN""	""Recurring Cost - InsightNow Network - Separator""	""""	""ISNRM-FS InsightNow Network, recurring per month, full serv""	""""	""""	""""	""""	""""	""0,00""
""MSXISNRM-CI""	""MUN""	""Recurring Cost - InsightNow Network, Carry-In, Monthly Invoice""	""""	""ISNRM-CI InsightNow Network, recurring per month""	""""	""""	""""	""""	""""	""0,00""
""MSXISNRM-FS""	""MUN""	""Recurring Cost - InsightNow Network, Full-Service, Monthly Invoice""	""""	""ISNRM-FS InsightNow Network, recurring per month, full serv""	""""	""""	""""	""""	""""	""0,00""
""MSXISNRQ-CI""	""MUN""	""Recurring Cost - InsightNow Network, Carry-In, Quarterly Invoice""	""""	""ISNRQ-CI InsightNow Network, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSXISNRQ-FS""	""MUN""	""Recurring Cost - InsightNow Network, Full-Service, Quarterly Invoice""	""""	""ISNRQ-FS InsightNow Network, recurring per 3 months, full s""	""""	""""	""""	""""	""""	""0,00""
""MSXISNRY-CI""	""MUN""	""Non-standard product: Recurring Cost - InsightNow Network, Carry-In, Yearly Invoice""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""0,00""
""MSXISNRY-FS""	""MUN""	""Recurring Cost - InsightNow Network, Full-Service, Yearly Invoice""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""0,00""
""MSXISNRY-WA""	""MUN""	""Manufacturing warranty 1 year, Munisense culpable malfunction only""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""0,00""
""MSXISNRY-XWA""	""MUN""	""Extended manufacturing warranty for the term of the contract (for a maximum of 5 years), Munisense culpable malfunction only, based on one-off price, per year""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""0,00""
""MSXISPN""	""MUN""	""Non-Recurring Cost - InsightNow Platform - Placeholder""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""0,00""
""MSXISPR""	""MUN""	""Recurring Cost - InsightNow Platform - Separator""	""""	""ISPRM InsightNow Platform, recurring per month""	""""	""""	""""	""""	""""	""0,00""
""MSXISPRM-8700""	""MUN""	""INSIGHTNOW Platform, recurring per maand""	""""	""ISPRM InsightNow Platform, recurring per month""	""diensten/abonnement""	""Water""	""""	""""	""""	""0,00""
""MSXISPRQ-MISC""	""MUN""	""Miscellaneous items, InsightNow Platform, recurring per quarter""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSXISPRQ-MISC""	""MUN""	""Miscellaneous items, InsightNow Platform, recurring per quarter""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSXISPRY-MISC""	""MUN""	""Miscellaneous items, InsightNow Platform, recurring per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""0,00""
""MSXLSERH""	""MUN""	""Generic Lease Product, recurring per 6 months""	""""	""LSERH InsightNow Lease, recurring, per 6 months""	""""	""""	""""	""""	""""	""0,00""
""MSXLSERM""	""MUN""	""Generic Lease Product, recurring per month""	""""	""LSERM InsightNow Lease, recurring, month""	""""	""""	""""	""""	""""	""0,00""
""MSXLSERQ""	""MUN""	""Generic Lease Product, recurring per quarter""	""""	""LSERQ InsightNow Lease, recurring, per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSXLSERY""	""MUN""	""Generic Lease Product, recurring per year""	""""	""LSERY InsightNow Lease, recurring, per year""	""""	""""	""""	""""	""""	""0,00""
""MSXN""	""MUN""	""Generic purchased product, one-off""	""""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""0,00""
""MSXRENTN""	""MUN""	""Generic Rental Product""	""""	""RNT InsightNow Rentals""	""""	""""	""""	""""	""""	""0,00""
""MSXRQ""	""MUN""	""Generic Service Product, recurring per quarter""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSXRY""	""MUN""	""Generic Service Product, recurring per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""0,00""
""MSZGDA""	""MUN""	""Model ZGD, INSIGHTNOW ZigBee gateway, ethernet, indoor use, for small sensor networks (upto 3 SP8s), non-recurring""	""Rijnvicus BV (voorheen SWA)""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""150,00""
""MSZGDRYCI""	""MUN""	""Service Level for Model ZGD, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""6,30""
""MSZGDRYFS""	""MUN""	""Service Level for Model ZGD, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""13,50""
""MSZGEA-2G""	""MUN""	""Model ZGE, embedded INSIGHTNOW ZigBee gateway, ethernet, GPS, for outdoor use (IP67), with battery, non-recurring""	""""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""495,00""
""MSZGERYCI-2G""	""MUN""	""Service Level for Model ZGE, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""41,58""
""MSZGERYFS-2G""	""MUN""	""Service Level for Model ZGE, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""89,10""
""MSZGIA""	""MUN""	""Model ZGI, INSIGHTNOW ZigBee gateway, ethernet, indoor use, for large sensor networks, non-recurring""	""""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""295,00""
""MSZGIA-4G""	""MUN""	""Model ZGI, INSIGHTNOW ZigBee gateway, ethernet and 4G, indoor use, for large sensor networks, non-recurring""	""""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""395,00""
""MSZGIRYCI""	""MUN""	""Service Level for Model ZGI, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""18,25""
""MSZGIRYCI-4G""	""MUN""	""Service Level for Model ZGI, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""28,98""
""MSZGIRYFS""	""MUN""	""Service Level for Model ZGI, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""39,11""
""MSZGIRYFS-4G""	""MUN""	""Service Level for Model ZGI, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""65,83""
""MSZGOA-E""	""MUN""	""Model ZGO-E, INSIGHTNOW ZigBee gateway, WiFi, and 4G, for outdoor use (IP67), with battery for more than 1 day, for large sensor networks, non-recurring""	""""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""945,00""
""MSZGORYCI-4G""	""MUN""	""Service Level for Model ZGO, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""80,61""
""MSZGORYFS-4G""	""MUN""	""Service Level for Model ZGO, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""143,21""
""MSZGORYOL-4G""	""MUN""	""Operational lease for Model ZGO-4G(+SIM), per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""144,00""
""PDA1600347""	""MUN""	""Model SP4, integrerende geluidsmeter klasse 2, dBA/dBC metingen, per half jaar, full service""	""""	""ISNRH-FS InsightNow Network, recurring per 6 months, full s""	""""	""""	""""	""""	""""	""89,55""
""PK""	""MUN""	""Recurring costs - periodieke kosten; use "samenstelling" to add recurring costs""	""""	""""	""""	""""	""""	""""	""""	""0,00""
""TPANTA-OMNI-2DBI""	""MUN""	""SMA-male omni antenne IP67 - 0,8-2,4GHZ 2 dBi""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""12,00""
""TPANTA-OMNI-4DBI""	""MUN""	""N-omni antenne IP67 - 2,4GHZ 4 dBi""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""65,00""
""TPANTA-PUCK-KIT""	""MUN""	""Puck antenna kit for LVx, antenna with 1.5 m wire, gland, enclosure lid""	""""	""TPP Third Party Products""	""""	""Water""	""""	""""	""""	""71,00""
""TPANTA-PUCK-KIT-LTE""	""MUN""	""Puck antenna kit for LV8, antenna with 2 m wire, gland, enclosure lid (VG25011)""	""""	""TPP Third Party Products""	""""	""Water""	""""	""Hardware-Water""	""""	""69,30""
""TPANTA-UFLDR1""	""MUN""	""OLC draad antenne 2,4 GHz, 50 cm, UFL aansluiting""	""""	""TPP Third Party Products""	""""	""Water""	""""	""""	""""	""3,00""
""TPARMA-30CM""	""MUN""	""Model ARM, extender 30 cm, for mounting on (lamp) post""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""149,00""
""TPARMA-40CM""	""MUN""	""Model ARM, extender 40 cm, for mounting on (lamp) post""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""148,75""
""TPARMA-50CM""	""MUN""	""Model ARM, extender 50 cm, for mounting on (lamp) post""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""159,00""
""TPARMA-NP9""	""MUN""	""Model ARM, extender 25 cm, for mounting NP9 devices on (lamp) post""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""100,00""
""TPARMA-ZHAGA-25CM""	""MUN""	""Model ARM, extender 25 cm, for mounting ZHAGA devices (Geluidduider) on (lamp) post""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""135,00""
""TPAZG-25cm-GD1""	""MUN""	""Model AZG, ZHAGA extender 25 cm, for GD1  for mounting on (lamp) post, with 7 meter cable""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""135,00""
""TPBATA-14V8/20Ah""	""MUN""	""Model BAT, 14V8-20Ah, spare part for UP2""	""General Electronics Batter Ltd""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""395,00""
""TPBATA-24v/30Ah""	""MUN""	""Model BAT, 24v-30Ah, spare part for Ledboard""	""General Electronics Batter Ltd""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""0,00""
""TPBATA-34615""	""MUN""	""Model BAT for xx8 devices (LTE-M or NB-IoT)""	""""	""TPP Third Party Products""	""""	""Water""	""""	""Hardware-Water""	""""	""24,00""
""TPBATA-34615DD""	""MUN""	""Model BAT, DD, ER34615D, Li/SOCI2 battery 38000 mAh, 3.6V""	""General Electronics Batter Ltd""	""TPP Third Party Products""	""""	""Water""	""""	""""	""""	""50,00""
""TPBATA-34615DD-UPGRADE""	""MUN""	""Model BAT, DD, ER34615D, Li/SOCI2 battery 38000 mAh, 3.6V with long LV enclosure (without cap)""	""General Electronics Batter Ltd""	""TPP Third Party Products""	""""	""Water""	""""	""""	""""	""60,00""
""TPBATA-34615DM""	""MUN""	""Model BAT, DD, ER34615DM, Li/SOCI2 battery 28000 mAh""	""General Electronics Batter Ltd""	""TPP Third Party Products""	""""	""Water""	""""	""""	""""	""40,00""
""TPBATA-34615M""	""MUN""	""Model BAT for xx5 devices (GPRS)""	""General Electronics Batter Ltd""	""TPP Third Party Products""	""""	""Water""	""""	""Hardware-Water""	""""	""24,00""
""TPBATA-34615SC""	""MUN""	""Model BAT for xx6 or xx7 devices (LTE-M or NB-IoT)""	""""	""TPP Third Party Products""	""""	""Water""	""""	""Hardware-Water""	""""	""30,00""
""TPBATA-7V4/10Ah""	""MUN""	""Model BAT, 7V4-10Ah, spare part for SPA, SP7 and ZGO""	""General Electronics Batter Ltd""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""115,00""
""TPBATA-7V4/14Ah""	""MUN""	""Model BAT, 7V4-14Ah, spare part for SPC, SPD, NP2 or NP4""	""General Electronics Batter Ltd""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""145,00""
""TPBATA-LIC1030""	""MUN""	""LIC1030 120F 3.8V""	""""	""TPP Third Party Products""	""""	""Water""	""""	""""	""""	""0,00""
""TPBATARY-34615DM""	""MUN""	""Two half-yearly replacement batteries: Model BAT, DD, ER34615DM, Li/SOCI2 battery 28000 mAh""	""General Electronics Batter Ltd""	""TPP Third Party Products""	""""	""Water""	""""	""""	""""	""80,00""
""TP-BM-15mm-ISO-MOF""	""MUN""	""Isolatiemof per meter diameter 15mm voor BC90111 en BC90110""	""""	""TPP Third Party Products""	""""	""Water""	""""	""""	""""	""0,00""
""TPBOPLA-TVZ01""	""MUN""	""Bopla Aluminium Behuizing A115, Aluminium onderbak RAL7001 175x80x57mm""	""Elincom Electronics BV""	""TPP Third Party Products""	""inkoop derden""	""Noise""	""""	""""	""""	""0,00""
""TPCABLE-1005402""	""MUN""	""TPCABLE-EQ-CC-02-2x075-1005402""	""Jobarco B.V. (voorheen Elspec BV)""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""0,00""
""TPCABLE-1M-2P""	""MUN""	""Model Cable-1M, 1 meter power cable for SP4, SPA, UP1 or ZGO with power plug (2p)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""95,00""
""TPCABLE-1M-4T6P""	""MUN""	""Model Cable-1M, 1meter power cable for UP2/3 to SPx or NPx, with power plug (4 pin to 6 pin connector)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""95,00""
""TPCABLE-3M-NP9-W""	""MUN""	""Model Cable-3M, 3meter power cable for NP9 for window passing with power plug (USB-C to USB-A)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""55,00""
""TPCABLE-5M-230V""	""MUN""	""Model Cable-5M, 5 meter power cable 230V indoor""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""15,00""
""TPCABLE-5M-2P""	""MUN""	""Model Cable-5M, 5 meter power cable for SP4, SPA, UP1 or ZGO with power plug (2p)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""105,00""
""TPCABLE-5M-6P""	""MUN""	""Model Cable-5M, 5 meter power cable for UP2/3 to SPx or NPx, with power plug (4 pin to 6 pin connector)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""110,00""
""TPCABLE-6M-6P""	""MUN""	""Model Cable-6M, 6 meter power cable for CH2 to SPx or NPx, with power plug (6 pin connector)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""85,00""
""TPCABLE-7M-NP8""	""MUN""	""Model Cable-7M-USB, 7 meter power cable for NP8  with power plug (USB-C to USB-A)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""50,00""
""TPCABLE-CNV01""	""MUN""	""Model CNV01, conversion cable  of 0,1meter from conxal 2pin (male) to clinko 6 pin (male)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""48,00""
""TPCABLE-CNV02-2T6""	""MUN""	""Model CNV02, conversion cable  for UP1 of 0,6 meter from conxal 2pin (female) to clinko 6 pin (male)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""65,00""
""TPCABLE-CNV02-4T6""	""MUN""	""Model CNV02, conversion cable  for UP2/3 of 0,6 meter from clinko  4pin (male) to clinko 6 pin (male)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""59,00""
""TPCABLE-CNV03-2T2""	""MUN""	""Model CNV03, conversion cable  for UP1 of 0,6 meter from conxal 2pin (female) to conxal 2 pin (male)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""59,00""
""TPCABLE-ETH-6TU""	""MUN""	""Model ETHERNET-6TU, 5 meter ethernet cable with RJ45 connector for NPx or ZGO-E""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""105,00""
""TPCABLE-LVX-1M""	""MUN""	""Sensor cable over the default for water level sensor (excl. cost for custom assembly), per meter""	""""	""TPP Third Party Products""	""""	""Water""	""""	""""	""""	""5,50""
""TPCALA-CL1""	""MUN""	""Model CAL1, class 1 one point calibrator for NMS""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""795,00""
""TPCALA-CL1-F""	""MUN""	""Model CAL1, class 1 three points (250Hz, 500 Hz, 1Khz)  calibrator for NMS""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""1.095,00""
""TPCALA-CL2""	""MUN""	""Model CAL2, class 2 one point calibrator for NMS""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""395,00""
""TPCAS3A""	""MUN""	""Model CAS3, strong case IP67,  for upto 2 NMS stations (NPx or SP7) or one NMS station and an accupack, cable(s) and accessories etc. (dim.: 556x358x185 mm)""	""""	""ISNN InsightNow Network, non recurring""	""""	""Noise""	""""	""""	""""	""435,00""
""TPCAS4A""	""MUN""	""Model CAS4, strong case IP67,  for upto 2 SPx or NPx stations or one NMS and an accupack, tripod, cable(s) and accessories etc. (dim.: 977x414x157 mm)""	""""	""ISNN InsightNow Network, non recurring""	""""	""Noise""	""""	""""	""""	""495,00""
""TPCH2A-24V-6P""	""MUN""	""Model CH2, indoor charger 24V for SPx, NPx, GD1 stations (6 pin connector)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""95,00""
""TPCH2A-24V-IP67-6P""	""MUN""	""Model CH2, charger for SPx, UPx or NPx, for outdoor use (IP67) or mounting on lamp post, 24 Volt, 7 meter cable (6 pin connector)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""150,00""
""TPCH3A-24V-POE""	""MUN""	""Model CH3, Power Over Ethernet charger for NPx, 24 Volt""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""135,00""
""TPCLPA-NP9""	""MUN""	""Model Clamp-NP9, windowsill clamp for NP9 devices, fully adustable, to measure flat against a wall""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""98,00""
""TPCM-ZHAGA-6P""	""MUN""	""Model CM-ZHAGA, Compact holder for ZHAGA devices, optimized for horizontal cable installation.(6 pin connector)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""150,00""
""TPCONN_22-26AWG_CRIMP""	""MUN""	""CONN SOCKET 22-26AWG CRIMP TIN""	""Digi-Key""	""TPP Third Party Products""	""""	""""	""""	""""	""""	""0,00""
""TPCONN_RCPT_8POS""	""MUN""	""CONN RCPT HSG 8POS 2.00MM""	""Digi-Key""	""TPP Third Party Products""	""""	""""	""""	""""	""""	""0,00""
""TP_COVER_SMA""	""MUN""	""BC90009_PLASTIC COVER FOR SMA""	""Digi-Key""	""""	""""	""""	""""	""""	""""	""0,00""
""TPDHU-TA202L""	""MUN""	""Microphone dehumifier TA202L for the SPA or SPC""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""125,00""
""TPDSP8""	""MUN""	""8 inch android tablet, wifi, 4G""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""295,00""
""TPDSP9""	""MUN""	""9 inch android tablet, WiFi (configured for HorecaSense)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""245,00""
""TPDVS-6466-M""	""MUN""	""6466-M  AeroCone Rain Collector""	""""	""TPP Third Party Products""	""inkoop derden""	""Water""	""""	""""	""""	""0,00""
""TPDVS-BUCKET""	""MUN""	""6466-M Conische Davis regenmeter, met 
tipping spoon (VantagePro2) voor grond of paal
montage""	""Wittich & Visser""	""TPP Third Party Products""	""inkoop derden""	""Water""	""""	""""	""""	""150,00""
""TPDVS-EXT""	""MUN""	""Model TPDVS, extender for Davis rainfall meter with mast attachment""	""""	""TPP Third Party Products""	""""	""Water""	""""	""Hardware-Water""	""""	""56,00""
""TPLV-CT LTE-M B20 B8 Antenna 1v0""	""MUN""	""PCB Antenne LV8 CT LTE-M B20 B8 Antenna 1v0""	""CoreIoT""	""TPP Third Party Products""	""inkoop derden""	""Water""	""""	""""	""""	""0,00""
""TPLVDOP""	""MUN""	""Twee delige transparante dop met rubber ring
(VG25012)""	""""	""TPP Third Party Products""	""inkoop derden""	""Water""	""""	""Hardware-Water""	""""	""13,00""
""TPLVDRYBAG""	""MUN""	""Dry bag 5 gram""	""Topa Verpakkingen BV""	""TPP Third Party Products""	""inkoop derden""	""Water""	""""	""""	""""	""0,00""
""TPLV-Label""	""MUN""	""BC09028 LV LABEL for serialnumber PP 0.4  Wit""	""Marbus Verwerkingsindustrie""	""""	""""	""""	""""	""""	""""	""0,00""
""TPLV-MGM12P22F1""	""MUN""	""MGM12P22F1024GA-V4R""	""Digi-Key""	""TPP Third Party Products""	""inkoop derden""	""Water""	""""	""""	""""	""0,00""
""TPLV-PCB_LV8_3V1 rev3 (B)""	""MUN""	""PCB_LV8_3V1 rev3 (B)""	""Head Electronics (MACH Technology)""	""TPP Third Party Products""	""inkoop derden""	""Water""	""""	""""	""""	""0,00""
""TPLV-PCB_LV8_3V2 rev1 (B) - copy""	""MUN""	""TPLV-PCB_LV8_3V2 rev1 (B) A230719""	""Head Electronics (MACH Technology)""	""""	""inkoop derden""	""Water""	""""	""""	""""	""0,00""
""TPLV-PCB_LVR_3V2 rev1 (B)""	""MUN""	""TPLV-PCB_LVR_3V2 rev1 (B) A230718""	""Head Electronics (MACH Technology)""	""""	""inkoop derden""	""Water""	""""	""""	""""	""0,00""
""TPLV-RING-DOP""	""MUN""	""Ring NEO40 49x40x5""	""""	""TPP Third Party Products""	""inkoop derden""	""Water""	""""	""""	""""	""0,00""
""TPLV-SIM7080G LTE""	""MUN""	""SIM7080G-B15-(S2-108HB-Z31PW)-SMM""	""Texim""	""TPP Third Party Products""	""inkoop derden""	""Water""	""""	""""	""""	""0,00""
""TPMK1""	""MUN""	""Mountingkit 1, Mounting NPx, SPx on lamppost (charger+Arm)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""249,00""
""TPMK2 - GD""	""MUN""	""Model Mountingkit2, Aansluitset voor montage aan lichtmast van GD1  [TPARMA-ZHAGA-25CM +TPCH2A-24V-IP67-6P]""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""225,00""
""TPMK3 - NP9""	""MUN""	""Mountingkit 3, Mounting clamp for NP9 on  window sill including cable""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""135,00""
""TPMSD-P8-640x640""	""MUN""	""Model MSD-P8-640x640: Full color MultiSignDisplay P8: outdoor multisign display pitch 8mm, 6400x640mm inclusief 4G remote aansturing, accu en horizontale bevestiging, eenmalig""	""Sinus Messtechnik""	""ISNN InsightNow Network, non recurring""	""""	""Noise""	""""	""""	""""	""4.995,00""
""TPMTT1A""	""MUN""	""Mount for 7-10" tablets, anti theft. Adjustable clamp;  120-215 mm width and 5-13 mm thick.""	""""	""TPSN Third Party Services, non-recurring""	""""	""Noise""	""""	""""	""""	""95,00""
""TPNP4-MIC-USB""	""MUN""	""TPNP4-MIC-USB iSV1611""	""Hangzhou Aihua Instrument""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""750,00""
""TPNP9-PI-ZERO-2W""	""MUN""	""Raspberry Pi Zero 2 W""	""Kiwi Electronics bv""	""TPP Third Party Products""	""""	""""	""""	""""	""""	""0,00""
""TPP713-10L05""	""MUN""	""Huba 713 sensor met 5 m kabel, en 10 m bereik, inclusief PP connector""	""""	""ISNN InsightNow Network, non recurring""	""""	""Water""	""""	""""	""""	""240,00""
""TPP713-10L10""	""MUN""	""Huba 713 sensor met 10 m kabel, en 10 m bereik, inclusief PP connector, eenmalig""	""""	""ISNN InsightNow Network, non recurring""	""""	""Water""	""""	""""	""""	""260,00""
""TPPDOP-MWS-W""	""MUN""	""Integrating client supplied cap during MSLV assembly (URGENT)""	""""	""MPS Munisense Professional Services""	""""	""Water""	""""	""""	""""	""15,00""
""TPPDOP-MW-W""	""MUN""	""Integrating client supplied cap during MSLV assembly""	""""	""MPS Munisense Professional Services""	""""	""Water""	""""	""""	""""	""23,60""
""TPSDMC100ME_kaak""	""MUN""	""Kaak voor klemset""	""""	""""	""""	""""	""""	""""	""""	""0,00""
""TPSIMCOM-SIM7600E""	""MUN""	""SIM7600E-H-B12-PCIE-SMM""	""Texim""	""""	""""	""""	""""	""""	""""	""0,00""
""TPSIMCOM-SIM7600G-H-M2""	""MUN""	""SIM7600G-H-R2-M2-B04-(S2-109K3-Z31GR)-SMM""	""Texim""	""""	""""	""""	""""	""""	""""	""0,00""
""TPSNS_AL_C4E_3M""	""MUN""	""Aqualabo C4E - conductivity - sensor with 3M cable. Requires existing QUx, and a hub in case of mulitple sensors.""	""AquaLabo""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""954,00""
