""Volgnr.""	""Icon (on)vergrendeld""	""Crediteur""	""Project""	""Bron verkoop""	""Icon product""	""Lev. bestelcode (SKU)""	""Productomschrijving""	""Aantal""	""Prijs net. ink. (p.e.)""	""Tot. ink. ex. BTW (CC)""
""IOA2200112""	""""	""SONOR Kalibratie B.V.""	""""	""""	""""	""MPSR-CAL1Y2""	""Kalibratie 1 keer per 2 jaar""	""4,0""	""383,00""	""1.532,00""
""IOA2200111""	""""	""SONOR Kalibratie B.V.""	""""	""""	""""	""MPSR-CAL1Y2""	""Kalibratie 1 keer per 2 jaar""	""1,0""	""383,00""	""383,00""
""IOA2200110""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""125,0""	""93,25""	""11.656,25""
""IOA2200109""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""150,0""	""100,15""	""15.022,50""
""IOA2200108""	""""	""SONOR Kalibratie B.V.""	""""	""""	""""	""MPSR-CAL1Y2""	""Kalibratie 1 keer per 2 jaar""	""3,0""	""383,00""	""1.149,00""
""IOA2100107""	""""	""Huba Control""	""""	""""	""""	""713.99001""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""100,0""	""102,20""	""10.220,00""
""IOA2100107""	""""	""Huba Control""	""""	""""	""""	""713.99000""	""digital+temp (3 bytes), 10m kabel, 0,8 - 2,0 bara, speciale konfectie""	""25,0""	""114,20""	""2.855,00""
""IOA2100106""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Assembleren Model QU7-C, LTE/M apparaat voor geleidbaarheid metingen in water, AquaLabo C4E sensor met diverse lengte kabel : Werkzaamheden wartel inclusief moer aan de kabel monteren invoer aan de schoefdraad zijde. male stekker LP-16-Co7PE-02-001 monteren aan de kabel kleur en pin zijn bekend bij Daphne.  Verder assembleren korte kabel met female plug LP-16-J07PP-02-001 Daphne heeft een voorbeeld hiervan""	""91,0""	""0,00""	""0,00""
""IOA2100105""	""""	""Huba Control""	""""	""""	""""	""713.99001""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""80,0""	""102,20""	""8.176,00""
""IOA2100105""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""45,0""	""93,25""	""4.196,25""
""IOA2100104""	""""	""SONOR Kalibratie B.V.""	""""	""""	""""	""MPSR-CAL1Y2""	""Kalibratie 1 keer per 2 jaar""	""3,0""	""383,00""	""1.149,00""
""IOA2100103""	""""	""Huba Control""	""""	""""	""""	""713.99000""	""digital+temp (3 bytes), 10m kabel, 0,8 - 2,0 bara, speciale konfectie""	""40,0""	""118,60""	""4.744,00""
""IOA2100103""	""""	""Huba Control""	""""	""""	""""	""713.99001""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""25,0""	""106,35""	""2.658,75""
""IOA2100103""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""185,0""	""97,00""	""17.945,00""
""IOA2100102""	""""	""SONOR Kalibratie B.V.""	""""	""""	""""	""MPSR-CAL1Y2""	""Kalibratie 1 keer per 2 jaar""	""2,0""	""383,00""	""766,00""
""IOA2100101""	""""	""SONOR Kalibratie B.V.""	""""	""""	""""	""MPSR-CAL1Y2""	""Kalibratie 1 keer per 2 jaar""	""2,0""	""383,00""	""766,00""
""IOA2100100""	""""	""Huba Control""	""""	""""	""""	""713.99001""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""50,0""	""106,35""	""5.317,50""
""IOA2100100""	""""	""Huba Control""	""""	""""	""""	""713.99000""	""digital+temp (3 bytes), 10m kabel, 0,8 - 2,0 bara, speciale konfectie""	""20,0""	""118,60""	""2.372,00""
""IOA2100100""	""""	""Huba Control""	""""	""""	""""	""713.99002""	""digital+temp (3 bytes), 15m kabel, 0,8 - 2,0 bara, speciale konfectie""	""3,0""	""130,85""	""392,55""
""IOA2100100""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""75,0""	""97,00""	""7.275,00""
""IOA2100099""	""""	""SONOR Kalibratie B.V.""	""SCA180291 Permanente geluidsmetingen""	""""	""""	""MPSR-CAL1Y2""	""Kalibratie 1 keer per 2 jaar""	""2,0""	""383,00""	""766,00""
""IOA2100098""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Doorluskabel van 50cm voorzien van een 4pins CNLinkoo en een 6pins CNLinko stekker deze zijn meegeleverd. pinout is 4pins pin 1 +  en pin 2 is -  Pinout 6 pins pin 4 is +  en pin 5 is -  aderdikte minimaal AWG24""	""50,0""	""6,87""	""343,50""
""IOA2100098""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""Accupack UP2""	""Assembleren van accupack zoals meegeleverd voorbeeld met 4 pins CNlLinko uit en 6pins CNLinko in chassisdeel  4pins + is pin 1  en - is pin 2  6pins is + is pin 4  en - is pin 5""	""50,0""	""15,00""	""750,00""
""IOA2100097""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""50,0""	""97,00""	""4.850,00""
""IOA2100097""	""""	""Huba Control""	""""	""""	""""	""713.99000""	""digital+temp (3 bytes), 10m kabel, 0.8 - 2.0 bar, speciale konfectie""	""50,0""	""118,60""	""5.930,00""
""IOA2100097""	""""	""Huba Control""	""""	""""	""""	""713.99001""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""50,0""	""106,35""	""5.317,50""
""IOA2100096""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""125,0""	""93,25""	""11.656,25""
""IOA2100095""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Besteaande ZGO upgrade naar 6 pins chassis deel incl UTP Aansluiting""	""7,0""	""0,00""	""0,00""
""IOA2100095""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""assembleren ZGO Gateway 
voorzien van een 6pins versie chassis deel inclusief UTP RJ45.""	""8,0""	""0,00""	""0,00""
""IOA2000094""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""125,0""	""93,25""	""11.656,25""
""IOA2000094""	""""	""Huba Control""	""""	""""	""""	""713.99001""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""60,0""	""102,20""	""6.132,00""
""IOA2000093""	""""	""A1 Electronics""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""sleepy_lithium_charger_1v1v1""	""60,0""	""0,00""	""0,00""
""IOA2000092""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""125,0""	""93,25""	""11.656,25""
""IOA2000091""	""""	""A1 Electronics""	""""	""""	""""	""PCB-WATER2V3""	""Water PCB version 2V7V3 assembled""	""500,0""	""50,00""	""25.000,00""
""IOA2000090""	""""	""Huba Control""	""""	""""	""""	""713.99000""	""digital+temp (3 bytes), 10m kabel, 0.8 - 2.0 bar, speciale konfectie""	""50,0""	""114,20""	""5.710,00""
""IOA2000090""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""75,0""	""93,25""	""6.993,75""
""IOA2000089""	""""	""A1 Electronics""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""watermeter_2v7v4  SIM7080E_A""	""100,0""	""0,00""	""0,00""
""IOA2000088""	""""	""Huba Control""	""""	""""	""""	""713.99000""	""digital+temp (3 bytes), 10m kabel, 0.8 - 2.0 bar, speciale konfectie""	""25,0""	""114,20""	""2.855,00""
""IOA2000088""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""100,0""	""93,25""	""9.325,00""
""IOA2000087""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""125,0""	""93,25""	""11.656,25""
""IOA2000086""	""""	""SONOR Kalibratie B.V.""	""""	""""	""""	""MPSR-CAL1Y2""	""Kalibratie 1 keer per 2 jaar""	""1,0""	""383,00""	""383,00""
""IOA2000085""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Monteren van een LP-12-C06PE-02-001  aan een 7 meter lange kabel (JOBARCO CQ 2x 0.50mm²)
Ader 1 is plus (+) ader 2 is min (-)""	""100,0""	""6,87""	""687,00""
""IOA2000085""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""Verloop adapter 2 naar 6 pins""	""Verloop adapter Micro-Con-X 502-18282-2PG-318 naar LP-12C06PE-02-001  met 200mm (JOBARCO CQ 2x 0.50mm²)
Ader 1 is plus (+) ader 2 is min (-)""	""40,0""	""5,14""	""205,60""
""IOA2000084""	""""	""A1 Electronics""	""""	""""	""""	""PCB-WATER2V3""	""Water PCB version 2V4V2 assembled""	""500,0""	""50,00""	""25.000,00""
""IOA2000083""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bar, 24mm, speciale konfectie""	""120,0""	""93,25""	""11.190,00""
""IOA2000083""	""""	""Huba Control""	""""	""""	""""	""713.99002""	""digital+temp (3 bytes), 15m kabel, 0,8 - 2.0 bar, 18mm, speciale konfectie""	""5,0""	""128,75""	""643,75""
""IOA2000082""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Assemblage Puck antenne: Werkzaamheden: Wartel plaatsen aan kabel en op buitenschroefdraad een O ring plaatsen daarna een SMA plug (male) monteren""	""300,0""	""0,00""	""0,00""
""IOA2000081""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""24VC+DC oplader voorzien van CON-X 2 pins stekker""	""70,0""	""0,00""	""0,00""
""IOA2000080""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""300,0""	""93,25""	""27.975,00""
""IOA2000079""	""""	""Huba Control""	""""	""""	""""	""713.99000""	""digital+temp (3 bytes), 10m kabel, 0.8 - 2.0 bar, speciale konfectie""	""50,0""	""114,20""	""5.710,00""
""IOA2000078""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""300,0""	""93,25""	""27.975,00""
""IOA2000077""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00170""	""C4E Sensor, 7 meters cable, bare wire""	""5,0""	""411,60""	""2.058,00""
""IOA2000076""	""""	""GOBA""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Kunststof voet en Hals NP2/SP7 klasse 2 versie""	""50,0""	""0,00""	""0,00""
""IOA1900075""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00172""	""pH-ORP Sensor, 7 meter cable, bare wire""	""2,0""	""345,80""	""691,60""
""IOA1900075""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00155""	""Cartridge for pH-ORP Sensor""	""4,0""	""163,80""	""655,20""
""IOA1900075""	""""	""AquaLabo""	""""	""""	""""	""PF-ACC-C-00440""	""AquaMod Payload, LoRaWan, module with external antenna""	""1,0""	""280,00""	""280,00""
""IOA1900075""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00168""	""OPTOD Sensor Stainless Steel, 7 meters cable, bare wire""	""3,0""	""530,60""	""1.591,80""
""IOA1900075""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00170""	""C4E Sensor, 7 meters cable, bare wire""	""3,0""	""411,60""	""1.234,80""
""IOA1900074""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""300,0""	""93,25""	""27.975,00""
""IOA1900073""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Assembleren en voorbereiden AQ1: Boren van 1 gat in behuizing zoals model, plaatsen accu en multisensorboard. Daarna plaatsen van AQ1 PCB en met flatkabel met elkaar verbinden.""	""25,0""	""0,00""	""0,00""
""IOA1900073""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Assembleren en voorbereiden AQ1: Boren van 3 gaten in behuizing zoals model plaatsen accu en multisensorboard. Daarna plaatsen van AQ1 PCB en met flatkabel met elkaar verbinden.""	""22,0""	""0,00""	""0,00""
""IOA1900072""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Monteren op PCB AQ 2v2 rev1 een 9 pins  CO2 module""	""47,0""	""0,00""	""0,00""
""IOA1900071""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00155""	""Cartridge for pH-ORP Sensor""	""3,0""	""163,80""	""491,40""
""IOA1900071""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00159""	""pH-ORP Sensor, 20 meter cable, bare wire""	""3,0""	""345,80""	""1.037,40""
""IOA1900070""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""300,0""	""93,25""	""27.975,00""
""IOA1900070""	""""	""Huba Control""	""""	""""	""""	""713.99xxx""	""digital+temp (3-bytes, 15m kabel, 0,8-1,4 bar, speciale konfectie""	""5,0""	""126,20""	""631,00""
""IOA1900069""	""""	""DZB Leiden""	""""	""""	""""	""ZZZ-ASM-LV5-712.99016""	""Assemblage van LV5 met Huba 712.99016 uw artikelnummer I0002325""	""1.000,0""	""6,07""	""6.070,00""
""IOA1900068""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Assemblage div LV aan diverse Huba kabel soorten
15x HUBA713 10 meter 0.8-2.0 bar | 
5x HUBA 712   10 meter  0.8-1.4 Bar | 
5x 713 5 meter  0.8-1.4 Bar | 
5x 713 15 meter  0.8-1.4 Bar |""	""40,0""	""0,00""	""0,00""
""IOA1900067""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""300,0""	""93,25""	""27.975,00""
""IOA1900067""	""""	""Huba Control""	""""	""""	""""	""713.990xx""	""digital+temp (3 bytes), 15m kabel, 0,8 - 1,4 bara, speciale konfectie""	""5,0""	""114,20""	""571,00""
""IOA1900066""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00170""	""C4E Sensor, 7 meters cable, bare wire""	""1,0""	""411,60""	""411,60""
""IOA1900066""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00171""	""pH-ORP Sensor, 3 meter cable, bare wire""	""5,0""	""345,80""	""1.729,00""
""IOA1900066""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00160""	""OPTOD Sensor Stainless Steel, 3 meters cable, bare wire""	""5,0""	""530,60""	""2.653,00""
""IOA1900066""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00156""	""C4E Sensor, 15 meters cable, bare wire""	""1,0""	""411,60""	""411,60""
""IOA1900066""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00173""	""NTU Sensor, 3 meters cable, bare wire""	""5,0""	""897,40""	""4.487,00""
""IOA1900066""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00155""	""Cartridge for pH-ORP Sensor""	""5,0""	""163,80""	""819,00""
""IOA1900065""	""""	""GOBA""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Uitzethaak 50 cm met verlengbare verticale pijp deze moet in de bestaand geschoven kunnen worden en geborgd kunnen worden extra pijp heeft lengte van 1 meter""	""20,0""	""0,00""	""0,00""
""IOA1900064""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Verloopstekker van con-x chassis deel 2 pins male naar 6 pins LP-12-CO6PE-02-011""	""40,0""	""7,40""	""296,00""
""IOA1900064""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""UTP kabel 7 meter met stekker NP2 en aan de andere zijde een RJ45 Kabel zelf in te kopen tekkers en RJ 45 worden aangeleverd moet wel een buiten kabel zijn.""	""40,0""	""12,24""	""489,60""
""IOA1900063""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Herstelwerkzaamheden aan voedingskabels incl voeding en testen werkzaamheid. definitieve aantal onbekend""	""20,0""	""0,00""	""0,00""
""IOA1900063""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""NP1 ombouwen naar ZGO werkzaamheden SD kaart opnieuw programmeren N antenne plaatsen ipv van de SMA aansluiting serienummer opschrijven en verwideren van de behuizing. bestaande""	""20,0""	""0,00""	""0,00""
""IOA1900062""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""300,0""	""93,25""	""27.975,00""
""IOA1900061""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""NP1 ombouwen naar ZGO werkzaamheden SD kaart opnieuw programmeren N antenne plaatsen ipv van de SMA aansluiting serienummer opschrijven en verwideren van de behuizing. bestaande""	""20,0""	""22,75""	""455,00""
""IOA1900060""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00265""	""CTZN Sensor, 3 meters cable, bare wire""	""4,0""	""657,30""	""2.629,20""
""IOA1900059""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Werkzaamheden: Het monteren van een ZigBee module op de CS4 climate sensor en testen op werkzaamheid. paarse draad op 485 A  en blauwedraad op 485 B   rood op +  en zwart op -""	""9,0""	""0,00""	""0,00""
""IOA1900058""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Weerstand solderen aan kabeltje en voorzien van beschermende krimpkous. Geleverd kabel met stekker en 3.3 Ohm weerstand""	""200,0""	""0,00""	""0,00""
""IOA1900057""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Het vervaardigen van connectboxen tbv water quality sensoren. Materiaal is aangeleverd incl de sensoren. Sensoren voorzien van aangeleverde stekker en de grijze doosjes voorzien van de chassisdelen en deze met elkaar vebinden zoals aangeleverd voorbeeld Zelf 1 kabel vervaardigen minimaal 5 aderig met stekker die door de wartel pas van onze waterlogger. deze ook voor zien van de 2218T Crimp Plug Contact.""	""5,0""	""0,00""	""0,00""
""IOA1900056""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Van bestaande aangeleverde HUBA 713 8110113110 en 713.8110111110 plusminus 30cm afknippen en een female en mal stekker tussen plaatsen. De female aan de korte zijde de male aan de lange kabel zijd 60 en 80 meter.
Goed documenteren van pin volgorde voor vervolg orders.""	""2,0""	""0,00""	""0,00""
""IOA1900055""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Aanpassen NP 2, onderhoud en verpakken perstuk incl voeding en paalklem set en test rapport.""	""90,0""	""0,00""	""0,00""
""IOA1900054""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""TPSOLA-30W""	""Model SOL, solarpaneel 30 Watt inclusief paal bevestiging""	""20,0""	""10,16""	""203,20""
""IOA1900053""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""TPCH1A-24VIP67""	""Model CH1, lader voor Munisense routers en geluidsmeters, voor plaatsing buiten (IP67) of bevestiging aan een lichtmast 24 volt, Zwakstroom zijde strippen en voorzien van aderhulsje en rode krimp op de + draad""	""100,0""	""4,10""	""410,00""
""IOA1800052""	""""	""Huba Control""	""""	""""	""""	""713.xxxxxxxxxx""	""ratio-metric, bare wire, 0.8-1.4 bar, 55 meter""	""1,0""	""0,00""	""0,00""
""IOA1800052""	""""	""Huba Control""	""""	""""	""""	""712.xxxxxxxxxx""	""ratio-metric, bare wire, 0.8-1.4 bar, 80 meter""	""1,0""	""0,00""	""0,00""
""IOA1800052""	""""	""Huba Control""	""""	""""	""""	""713.99000""	""digital+temp (3 bytes), 10m kabel, 0.8 - 2.0 bar, speciale konfectie""	""45,0""	""114,20""	""5.139,00""
""IOA1800052""	""""	""Huba Control""	""""	""""	""""	""ZZZ-SNS-WATER""	""Extra weight for 712 sensor""	""1,0""	""0,00""	""0,00""
""IOA1800052""	""""	""Huba Control""	""""	""""	""""	""713.99001""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""5,0""	""102,20""	""511,00""
""IOA1800052""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bar, speciale konfectie""	""350,0""	""93,25""	""32.637,50""
""IOA1800051""	""""	""Spaarnewerkt""	""""	""""	""""	""TPBATA-34615""	""Model BAT, D, ER34615, Li/SOCI2 batterij 16000 mAh""	""72,0""	""0,00""	""0,00""
""IOA1800050""	""""	""Spaarnewerkt""	""""	""""	""""	""TPXMISCN-PROD""	""Silica zakjes""	""72,0""	""0,00""	""0,00""
""IOA1800050""	""""	""Spaarnewerkt""	""""	""""	""""	""TPBATA-34615""	""Model BAT, D, ER34615, Li/SOCI2 batterij 16000 mAh""	""72,0""	""0,00""	""0,00""
""IOA1800049""	""""	""Spaarnewerkt""	""""	""""	""""	""LV5; Huba 712.99016; 0,8-1,4 bar; 5m cable""	""LV5; Huba 712.99016; 0,8-1,4 bar; 5m cable""	""105,0""	""0,00""	""0,00""
""IOA1800048""	""""	""Spaarnewerkt""	""""	""""	""""	""ANT-LV5-PUCK""	""ANT-LV5-PC; Puck antenne voor LV5/6, QU2/3""	""14,0""	""0,00""	""0,00""
""IOA1800048""	""""	""Spaarnewerkt""	""""	""""	""""	""LV5; Huba 712.99000; 0,8-2,0 bar; 10m cable""	""LV5; Huba 712.99000; 0,8-2,0 bar; 10m cable""	""6,0""	""0,00""	""0,00""
""IOA1800048""	""""	""Spaarnewerkt""	""""	""""	""""	""LV5; Huba 712.99016; 0,8-1,4 bar; 5m cable""	""LV5; Huba 712.99016; 0,8-1,4 bar; 5m cable""	""5,0""	""0,00""	""0,00""
""IOA1800048""	""""	""Spaarnewerkt""	""""	""""	""""	""LV5; Huba 712.99024; 0,8-1,4 bar; 25m cable""	""LV5; Huba 712.99024; 0,8-1,4 bar; 25m cable""	""2,0""	""0,00""	""0,00""
""IOA1800048""	""""	""Spaarnewerkt""	""""	""""	""""	""LV5; Huba 713.99002; 0,8-2,0 bar; 15m cable""	""LV5; Huba 713.99002; 0,8-2,0 bar; 15m cable""	""5,0""	""0,00""	""0,00""
""IOA1800047""	""""	""Spaarnewerkt""	""""	""""	""""	""TPBATA-34615""	""Model BAT, D, ER34615, Li/SOCI2 batterij 16000 mAh""	""72,0""	""0,00""	""0,00""
""IOA1800046""	""""	""Huba Control""	""""	""""	""""	""712.990xx""	""digital+temp (3 bytes), 25m kabel, 0,8 - 1,4 bara, speciale konfectie""	""2,0""	""153,25""	""306,50""
""IOA1800046""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""243,0""	""93,25""	""22.659,75""
""IOA1800046""	""""	""Huba Control""	""""	""""	""""	""713.990xx""	""digital+temp (3 bytes), 15m kabel, 0,8 - 2,0 bara, speciale konfectie""	""5,0""	""129,20""	""646,00""
""IOA1800045""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00160""	""OPTOD Sensor Stainless Steel, 3 meters cable, bare wire""	""1,0""	""530,60""	""530,60""
""IOA1800045""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00169""	""C4E Sensor, 3 meters cable, bare wire""	""3,0""	""411,60""	""1.234,80""
""IOA1800045""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00155""	""Cartridge for pH-ORP Sensor""	""1,0""	""163,80""	""163,80""
""IOA1800045""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00173""	""NTU Sensor, 3 meters cable, bare wire""	""1,0""	""897,40""	""897,40""
""IOA1800045""	""""	""AquaLabo""	""""	""""	""""	""PF-CAP-C-00171""	""pH-ORP Sensor, 3 meter cable, bare wire""	""1,0""	""345,80""	""345,80""
""IOA1800044""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""TPCH1A-24VIP67""	""Model CH1, lader voor Munisense routers en geluidsmeters, voor plaatsing buiten (IP67) of bevestiging aan een lichtmast 24 volt, kabellengte 20 meter""	""160,0""	""0,00""	""0,00""
""IOA1800043""	""""	""Telerex Nederland BV""	""""	""""	""""	""OWA-60E-24""	""16 per doos""	""160,0""	""17,38""	""2.780,80""
""IOA1800042""	""""	""Spaarnewerkt""	""""	""""	""""	""LV5; Huba 713.99000; 0,8-2.0 bar; 10m cable""	""Assemblage van LV5 met Huba 712.99016""	""100,0""	""5,50""	""550,00""
""IOA1800041""	""""	""Huba Control""	""""	""""	""""	""713.99000""	""digital+temp (3 bytes), 10m kabel, 0,8 - 2,0 bara, speciale konfectie""	""125,0""	""114,20""	""14.275,00""
""IOA1800041""	""""	""Huba Control""	""""	""""	""""	""713.99000""	""small-order fee""	""125,0""	""10,00""	""1.250,00""
""IOA1800040""	""""	""Huba Control""	""""	""""	""""	""713.99000""	""digital+temp (3 bytes), 10m kabel, 0,8 - 2,0 bara, speciale konfectie""	""100,0""	""114,20""	""11.420,00""
""IOA1800040""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""150,0""	""93,25""	""13.987,50""
""IOA1800039""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""TPSOLA-30W""	""Model SOL, solarpaneel 30 Watt inclusief paal bevestiging""	""8,0""	""0,00""	""0,00""
""IOA1800038""	""""	""Texim""	""""	""""	""""	""zzz-mdm-PCIE SIM7100E""	""LTE Mini PCIe SIM7100E Module, TDD-LTE/FDD-LTE/WCDMA/GSM/GNSS""	""50,0""	""49,42""	""2.471,00""
""IOA1800037""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Puck antenne aanpassen (extra verdikking) en lage dop voorzien van aangeleverde m16 Wartel en antenne doorvoeren. Werkzaamheden dop gat boren en draad tappen wartel monteren. kabel doorvoeren en in bulk verpakking""	""50,0""	""2,58""	""129,00""
""IOA1800036""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Assembleren ZGO outdoor Gateway incl bewerking behuizing""	""50,0""	""26,41""	""1.320,50""
